"COD","Articulo","Destino_Talleristas","Destino_Tipo","Caja","Item","Sector_Parte","Descripcion_Parte","Partes_x_uni","Rubro","Origen","Origen_Tipo","Flujo_proceso"
"186","Pelador Ergo Loke","Lucho","Tallerista","N22","2","PEP1","Mangos Pelador Negro","1","Otros","PEP1 (Telleria)","compra","PEP1 (Telleria) → PEP1 ▣"
"186","Pelador Ergo Loke","Lucho","Tallerista","N22","3","D9","Clavos Niq.","1","Otros","PCP3 (Martin Facciolo)","ps","PCP3 (Martin Facciolo) → 〔Guazzaroni (Niquelado)〕 → D9 ▣"
"186","Pelador Ergo Loke","Lucho","Tallerista","N22","4","CCK5A","Cartón 186","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → K5A ▣"
"207","Ñoquera Madera mango redondo","Pintos","Prov Art Terminado","N1","1","GRJ12B","Ñoquera Redonda","1","Otros","GRJ12B (Pintos)","compra","GRJ12B (Pintos) → GRJ12B ▣"
"207","Ñoquera Madera mango redondo","Pintos","Prov Art Terminado","N1","2","CCG3A","Cartón 207","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G3A ▣"
"208","Cucharita 13cm Azucarera Madera","Pintos","Prov Art Terminado","N22","1","G3B","Cartón","1","Otros","G3B (sin proveedor)","compra","G3B (sin proveedor) → G3B ▣"
"220","Cuchara Madera 40 Cm X 12","Pintos","Prov Art Terminado","N27","1","M4A","Cartón","1","Otros","M4A (sin proveedor)","compra","M4A (sin proveedor) → M4A ▣"
"221","Cuchara Madera 45 Cm X 12","Pintos","Prov Art Terminado","N27","1","M3C","Cartón","1","Otros","M3C (sin proveedor)","compra","M3C (sin proveedor) → M3C ▣"
"222","Bate Bife Madera","Pintos / Maspoli","Prov Art Terminado","N12","1","M3B","Cartón 222","1","Otros","M3B (sin proveedor)","compra","M3B (sin proveedor) → M3B ▣"
"223","Cuchara Madera 25 Cm X 12","Pintos","Prov Art Terminado","N2","1","M3A","Cartón","1","Otros","M3A (sin proveedor)","compra","M3A (sin proveedor) → M3A ▣"
"224","Cuchara 30cm","Pintos","Prov Art Terminado","N2","1","M3D","Cartón","1","Otros","M3D (sin proveedor)","compra","M3D (sin proveedor) → M3D ▣"
"225","Cuchara Madera 35 Cm X 12","Pintos","Prov Art Terminado","N12","1","M5D","Cartón","1","Otros","M5D (sin proveedor)","compra","M5D (sin proveedor) → M5D ▣"
"229","Ñoquera de Madera","Pintos / Pintos / Pintos","Prov Art Terminado","N22","1","CCG3C","Cartón 229","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G3C ▣"
"229","Ñoquera de Madera","Pintos / Pintos / Pintos","Prov Art Terminado","N22","2","GRJ12","Ñoquera","1","Otros","GRJ12 (Pintos)","compra","GRJ12 (Pintos) → GRJ12 ▣"
"234","Palo de Amasar Frances 40 cm","","Tallerista","","1","","Cartón 234","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 234 ▣"
"234","Palo de Amasar Frances 40 cm","","Tallerista","","2","","Palo de Amasar Frances 40 cm","1","Otros","Compra Otros","compra","Compra (Otros) → Palo de Amasar Frances 40 cm ▣"
"246","Prensa Matambre","Maspoli","Prov Art Terminado","N10","1","","Cartón","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón ▣"
"248","Cuchara Nylon Reforzada Antimancha/hongo 33 Cm","Carlos","Tallerista","N12","1","CCA1A","Cartón 248","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → A1A ▣"
"248","Cuchara Nylon Reforzada Antimancha/hongo 33 Cm","Carlos","Tallerista","N12","2","PB3","Cuchara Ny Loeke (Serif.)","1","Otros","PB3 (Pat Bet Plast)","compra","PB3 (Pat Bet Plast) → PB3 ▣"
"280","manga repostera + 4 boqui","Oscar / Oscar / Oscar","Tallerista","N12","1","BOMB8B","Tela Manga Repostera","1","Otros","BOMB8B (PENDIENTE (compra))","compra","BOMB8B (PENDIENTE (compra)) → BOMB8B ▣"
"280","manga repostera + 4 boqui","Oscar / Oscar / Oscar","Tallerista","N12","2","F1","Cartón 280","1","Otros","F1 (sin proveedor)","compra","F1 (sin proveedor) → F1 ▣"
"280","manga repostera + 4 boqui","Oscar / Oscar / Oscar","Tallerista","N12","3","V14","Picos Reposteros","4","Plásticos","Guazzaroni (Niquelado)","ps","Guazzaroni (Niquelado) → V14 ▣"
"299","Muñeco Silicona Antiderrame","Log/ Fabr","Fabricación interna","N29","1","PA3","Muñeco Antiderrame","1","Otros","PA3 (Pat Bet Plast)","compra","PA3 (Pat Bet Plast) → PA3 ▣"
"299","Muñeco Silicona Antiderrame","Log/ Fabr","Fabricación interna","N29","2","CCG8B","Cartón 299","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G8B ▣"
"307","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","1","PA17","Mango LK Cuch y P Torta","1","Otros","PA17 (Pat Bet Plast)","compra","PA17 (Pat Bet Plast) → PA17 ▣"
"307","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","2","CCQ5","Cartón 307","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → Q5 ▣"
"307","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","3","PA13","Capuchon Batidor LK","1","Otros","PA13 (Pat Bet Plast)","compra","PA13 (Pat Bet Plast) → PA13 ▣"
"307","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","4","GRJ3","Cepillo Limp Vaso Mamadera","1","Otros","GRJ3 (Roster)","compra","GRJ3 (Roster) → GRJ3 ▣"
"307","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","5","PA19","Mangos Chef","1","Otros","PA19 (Pat Bet Plast)","compra","PA19 (Pat Bet Plast) → PA19 ▣"
"307","Cepillo Limp Vaso Mamad","Carlos","Tallerista","N6","6","PB7","Inser. Neg. Batidor","1","Otros","PB7 (Pat Bet Plast)","compra","PB7 (Pat Bet Plast) → PB7 ▣"
"311","Cuch Tor LK","Martin","Tallerista","N12","1","PA13","Capuchon Batidor LK","1","Otros","PA13 (Pat Bet Plast)","compra","PA13 (Pat Bet Plast) → PA13 ▣"
"311","Cuch Tor LK","Martin","Tallerista","N12","2","Z21","Cuchillo Torta CH/LK","1","Otros","Z21 (PENDIENTE (nacional))","compra","Z21 (PENDIENTE (nacional)) → Z21 ▣"
"311","Cuch Tor LK","Martin","Tallerista","N12","3","CCG1A","Cartón 311","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G1A ▣"
"311","Cuch Tor LK","Martin","Tallerista","N12","4","PA17","Mango LK Cuch y P Torta","1","Otros","PA17 (Pat Bet Plast)","compra","PA17 (Pat Bet Plast) → PA17 ▣"
"312","P Torta LK","Martin","Tallerista","N12","1","PA13","Capuchon Batidor LK","1","Otros","PA13 (Pat Bet Plast)","compra","PA13 (Pat Bet Plast) → PA13 ▣"
"312","P Torta LK","Martin","Tallerista","N12","2","PA17","Mango LK Cuch y P Torta","1","Otros","PA17 (Pat Bet Plast)","compra","PA17 (Pat Bet Plast) → PA17 ▣"
"312","P Torta LK","Martin","Tallerista","N12","3","CCG1B","Cartón 312","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G1B ▣"
"312","P Torta LK","Martin","Tallerista","N12","4","Z20","Pala Torta","1","Otros","Z20 (PENDIENTE (nacional))","compra","Z20 (PENDIENTE (nacional)) → Z20 ▣"
"315","P Papas Inox LK","German","Tallerista","N13","1","M1","Disco Inox C/
 Vastago Alu","1","Otros","Fleje 41","matriz","Fleje 41 → 〔Mat 349 (Corte Disco Pisapapa)〕 → M3 → 〔Mat 123 (Perfora disco pisa papas)〕 → M2 → 〔Mat 113 (Remachado pisa papas Inox)〕 → M1 ▣"
"315","P Papas Inox LK","German","Tallerista","N13","1","M1","Disco Inox C/
 Vastago Alu","1","Otros","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V18C → 〔Mat 113 (Remachado pisa papas Inox)〕 → M1 ▣"
"315","P Papas Inox LK","German","Tallerista","N13","2","CCL4B","Cartón 315","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L4B ▣"
"315","P Papas Inox LK","German","Tallerista","N13","3","PC11","Mangos ф 8","1","Otros","PC11 (Pat Bet Plast)","compra","PC11 (Pat Bet Plast) → PC11 ▣"
"315","P Papas Inox LK","German","Tallerista","N13","4","PA10","Capuchon ф 8","1","Otros","PA10 (Pat Bet Plast)","compra","PA10 (Pat Bet Plast) → PA10 ▣"
"321","Rallador Cilindrico","Carriero","Prov Art Terminado","N10","1","F5A","Cartón","1","Otros","F5A (sin proveedor)","compra","F5A (sin proveedor) → F5A ▣"
"323","Rallador Cilindrico Chico","Garcia","Tallerista","N13","1","323-CC","Caja chica 323","0.083333","Importados","323-CC (sin proveedor)","compra","323-CC (sin proveedor) → 323-CC ▣"
"323","Rallador Cilindrico Chico","Garcia","Tallerista","N13","2","323-MC","Mastercaja 323","0.006944","Importados","323-MC (sin proveedor)","compra","323-MC (sin proveedor) → 323-MC ▣"
"325","Espatula Repostera Plast","The Plast","Prov Art Terminado","N22","1","M2","Cartón","1","Otros","Fleje 41","matriz","Fleje 41 → 〔Mat 349 (Corte Disco Pisapapa)〕 → M3 → 〔Mat 123 (Perfora disco pisa papas)〕 → M2 ▣"
"326","Espatula Plastica 3 Usos","The Plast","Prov Art Terminado","N2","1","","Cartón","1","Otros","Compra Otros","compra","Compra (Otros) → Cartón ▣"
"332","Espatula Acero Inox.","Carlos","Tallerista","N12","1","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"332","Espatula Acero Inox.","Carlos","Tallerista","N12","2","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"332","Espatula Acero Inox.","Carlos","Tallerista","N12","3","X9","Espatula Calada Ac Inox c/Vast","1","Otros","X9 (sin proveedor)","compra","X9 (sin proveedor) → X9 ▣"
"332","Espatula Acero Inox.","Carlos","Tallerista","N12","4","CCL2A","Cartón 332","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L2A ▣"
"333","Espumadera Ac.Inox.","Carlos","Tallerista","N12","1","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"333","Espumadera Ac.Inox.","Carlos","Tallerista","N12","2","CCM4B","Cartón 333","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → M4B ▣"
"333","Espumadera Ac.Inox.","Carlos","Tallerista","N12","3","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"334","Cuchara Salsera Inox","Carlos","Tallerista","N12","1","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"334","Cuchara Salsera Inox","Carlos","Tallerista","N12","2","CCL2B","Cartón 334","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L2B ▣"
"334","Cuchara Salsera Inox","Carlos","Tallerista","N12","3","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"335","Cuchara Calada Ac.Inox.","Carlos","Tallerista","N12","1","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"335","Cuchara Calada Ac.Inox.","Carlos","Tallerista","N12","2","X11","Cuch Cal. Inox C/Vast.","1","Otros","X11 (sin proveedor)","compra","X11 (sin proveedor) → X11 ▣"
"335","Cuchara Calada Ac.Inox.","Carlos","Tallerista","N12","3","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"335","Cuchara Calada Ac.Inox.","Carlos","Tallerista","N12","4","","Cartón 335","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 335 ▣"
"336","Cucharon Ac.Inox.","Carlos","Tallerista","N12","1","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"336","Cucharon Ac.Inox.","Carlos","Tallerista","N12","2","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"336","Cucharon Ac.Inox.","Carlos","Tallerista","N12","3","CCL3A","Cartón 336","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L3A ▣"
"337","Tenedor Ac Inox","Carlos","Tallerista","N12","1","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"337","Tenedor Ac Inox","Carlos","Tallerista","N12","2","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"337","Tenedor Ac Inox","Carlos","Tallerista","N12","3","CCL3B","Cartón 337","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L3B ▣"
"338","Espatula Lisa Ac.Inox.","Carlos","Tallerista","N12","1","CCL3D","Cartón 338","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L3D ▣"
"338","Espatula Lisa Ac.Inox.","Carlos","Tallerista","N12","2","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"338","Espatula Lisa Ac.Inox.","Carlos","Tallerista","N12","3","X10","Esp. Lisa Inox C/Vast.","1","Otros","X10 (sin proveedor)","compra","X10 (sin proveedor) → X10 ▣"
"338","Espatula Lisa Ac.Inox.","Carlos","Tallerista","N12","4","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"355","P Papas Ny LK","German","Tallerista","N7","1","","Cartón 355","1","Cartones","Compra Cartones","compra","Compra (Cartones) → Cartón 355 ▣"
"355","P Papas Ny LK","German","Tallerista","N7","2","PA10","Capuchon ф 8","1","Otros","PA10 (Pat Bet Plast)","compra","PA10 (Pat Bet Plast) → PA10 ▣"
"355","P Papas Ny LK","German","Tallerista","N7","3","PV5","Pisa papa Nylon","1","Plásticos","PV5 (Pat Bet Plast)","compra","PV5 (Pat Bet Plast) → PV5 ▣"
"355","P Papas Ny LK","German","Tallerista","N7","4","PC11","Mangos ф 8","1","Otros","PC11 (Pat Bet Plast)","compra","PC11 (Pat Bet Plast) → PC11 ▣"
"390","Cuchara Calada Nylon 1 Pza","Log/ Fabr","Fabricación interna","N12","1","CCL4C","Cartón 390","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → L4C ▣"
"390","Cuchara Calada Nylon 1 Pza","Log/ Fabr","Fabricación interna","N12","2","PV11","Cuchara Calada 1 Pz Ny","1","Plásticos","PV11 (Pat Bet Plast)","compra","PV11 (Pat Bet Plast) → PV11 ▣"
"391","Cuchara Fideos Nylon 1 Pza","Log/ Fabr","Fabricación interna","N7","1","CCM6A","Cartón 391","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → M6A ▣"
"391","Cuchara Fideos Nylon 1 Pza","Log/ Fabr","Fabricación interna","N7","2","PV1","Cuchara Fideos 1 Pz Ny","1","Plásticos","PV1 (Pat Bet Plast)","compra","PV1 (Pat Bet Plast) → PV1 ▣"
"392","Cucharon Nylon 1 Pza","Log/ Fabr","Fabricación interna","N7","1","PV6","Cucharon 1 Pz Ny","1","Plásticos","PV6 (Pat Bet Plast)","compra","PV6 (Pat Bet Plast) → PV6 ▣"
"392","Cucharon Nylon 1 Pza","Log/ Fabr","Fabricación interna","N7","2","CCM5A","Cartón 392","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → M5A ▣"
"393","Espatula Calada Nylon 1 Pza","Log/ Fabr","Fabricación interna","N12","1","CCM6B","Cartón 393","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → M6B ▣"
"393","Espatula Calada Nylon 1 Pza","Log/ Fabr","Fabricación interna","N12","2","PV11","Cuchara Calada 1 Pz Ny","1","Plásticos","PV11 (Pat Bet Plast)","compra","PV11 (Pat Bet Plast) → PV11 ▣"
"394","Espatula Lisa Nylon 1 Pza","Log/ Fabr","Fabricación interna","N12","1","CCM5B","Cartón 394","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → M5B ▣"
"394","Espatula Lisa Nylon 1 Pza","Log/ Fabr","Fabricación interna","N12","2","PV9","Espatula Lisa 1 Pz","1","Plásticos","PV9 (Pat Bet Plast)","compra","PV9 (Pat Bet Plast) → PV9 ▣"
"395","Descorazonador De Manzana","Carlos","Tallerista","N2","1","PA18","Capuchon Espatula LK","1","Otros","PA18 (Pat Bet Plast)","compra","PA18 (Pat Bet Plast) → PA18 ▣"
"395","Descorazonador De Manzana","Carlos","Tallerista","N2","2","Z32","Descarozador de Manzana","1","Otros","Z32 (PENDIENTE (nacional))","compra","Z32 (PENDIENTE (nacional)) → Z32 ▣"
"395","Descorazonador De Manzana","Carlos","Tallerista","N2","3","CCG1C","Cartón 395","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G1C ▣"
"395","Descorazonador De Manzana","Carlos","Tallerista","N2","4","PC10","Mango LK Espatula","1","Otros","PC10 (Pat Bet Plast)","compra","PC10 (Pat Bet Plast) → PC10 ▣"
"439E","Colador Pasta","Garcia","Tallerista","","1","439E-MC","Mastercaja 439E","0.041667","Importados","439E-MC (sin proveedor)","compra","439E-MC (sin proveedor) → 439E-MC ▣"
"439E","Colador Pasta","Garcia","Tallerista","","2","439E-CC","Caja chica 439E","0.166667","Importados","439E-CC (sin proveedor)","compra","439E-CC (sin proveedor) → 439E-CC ▣"
"440E","Colador Extensible","Garcia","Tallerista","","1","440E-MC","Mastercaja 440E","0.083333","Importados","440E-MC (sin proveedor)","compra","440E-MC (sin proveedor) → 440E-MC ▣"
"440E","Colador Extensible","Garcia","Tallerista","","2","440E-CC","Caja chica 440E","0.25","Importados","440E-CC (sin proveedor)","compra","440E-CC (sin proveedor) → 440E-CC ▣"
"498","Destap llav pie Crom","Garcia","Tallerista","N29","1","Z45","Destapador Pie Cromado","1","Otros","Fleje 29","matriz","Fleje 29 → 〔Mat 27 (Corte Cuerpo Uña Pie)〕 → IF1 → 〔Pedernera (Cromado)〕 → Z45 ▣"
"498","Destap llav pie Crom","Garcia","Tallerista","N29","2","Z25B","Argolla Chica","1","Otros","Z25B (sin proveedor)","compra","Z25B (sin proveedor) → Z25B ▣"
"498","Destap llav pie Crom","Garcia","Tallerista","N29","3","CCG7B","Cartón 498","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G7B ▣"
"498","Destap llav pie Crom","Garcia","Tallerista","N29","4","Z25A","Argolla Grande","1","Otros","Z25A (PENDIENTE (nacional))","compra","Z25A (PENDIENTE (nacional)) → Z25A ▣"
"499","Destap llav pie Pintado","Garcia","Tallerista","N29","1","Z22","Destapador Pie Pintado","1","Otros","Fleje 29","matriz","Fleje 29 → 〔Mat 27 (Corte Cuerpo Uña Pie)〕 → IF1 → 〔Jade / Daniel (Pintado)〕 → B12 → 〔Ximpa (Serigafiado)〕 → Z22 ▣"
"499","Destap llav pie Pintado","Garcia","Tallerista","N29","2","CCG7C","Cartón 499","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → G7C ▣"
"499","Destap llav pie Pintado","Garcia","Tallerista","N29","3","Z25A","Argolla Grande","1","Otros","Z25A (PENDIENTE (nacional))","compra","Z25A (PENDIENTE (nacional)) → Z25A ▣"
"499","Destap llav pie Pintado","Garcia","Tallerista","N29","4","Z25B","Argolla Chica","1","Otros","Z25B (sin proveedor)","compra","Z25B (sin proveedor) → Z25B ▣"
"500","Abrelata Uña Pie 500 - Armada","Blist-Pack / Oscar","Tallerista","N29","1","GRJ1","Abrelata Uña Pie 500","1","Intermedios","Fleje 29","matriz","Fleje 29 → 〔Mat 27 (Corte Cuerpo Uña Pie)〕 → JF13 → 〔Daniel / Jade (Pintado)〕 → C2 → 〔Ximpa (Serigrafiado)〕 → 〔C1〕 → 〔GRJ1 ← Martin, Carlos ← C1 + C10 + V9〕 → GRJ1 ▣"
"500","Abrelata Uña Pie 500 - Armada","Blist-Pack / Oscar","Tallerista","N29","1","GRJ1","Abrelata Uña Pie 500","1","Intermedios","Fleje 57","matriz","Fleje 57 → 〔Mat 29 (Corte Uña)〕 → LF13 → 〔FAAT (Cementado)〕 → ST → 〔Guazzaroni (Zincado)〕 → 〔C10〕 → 〔GRJ1 ← Martin, Carlos ← C1 + C10 + V9〕 → GRJ1 ▣"
"500","Abrelata Uña Pie 500 - Armada","Blist-Pack / Oscar","Tallerista","N29","1","GRJ1","Abrelata Uña Pie 500","1","Intermedios","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → 〔V9〕 → 〔GRJ1 ← Martin, Carlos ← C1 + C10 + V9〕 → GRJ1 ▣"
"500","Abrelata Uña Pie 500 - Armada","Blist-Pack / Oscar","Tallerista","N29","2","CCV2C","Cartón 500","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → V2C ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","1","V7","Rem. Abrelatas Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V7 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","2","W2P","Engranaje Grande","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → W2P ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","3","B13","Varilla C/ Cuchilla Crom.","1","Otros","Fleje 30","matriz","Fleje 30 → 〔Mat 6 (Corte y Estampa Varilla)〕 → HF7 → 〔Mat 10 (Armado Varilla C/Cuchilla)〕 → HF11 → 〔Pedernera (Cromado)〕 → B13 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","3","B13","Varilla C/ Cuchilla Crom.","1","Otros","Fleje 2","matriz","Fleje 2 → 〔Mat 7 (Corte Cuchilla Abrelatas)〕 → IF12 → 〔Mat 8 (Despunte Cuchilla)〕 → Mat 8 → 〔Mat 9 (Doblado Cuchilla)〕 → IF14 → 〔FAAT (Cementado)〕 → ST → 〔Guazzaroni (Pulido)〕 → IF16 → 〔Mat 10 (Armado Varilla C/Cuchilla)〕 → HF11 → 〔Pedernera (Cromado)〕 → B13 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","4","PC14","Manguito Abrelat. Rojo","1","Otros","PC14 (Pat Bet Plast)","compra","PC14 (Pat Bet Plast) → PC14 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","5","A4","Mgo Plano 501 Serig","1","Otros","Fleje 1","matriz","Fleje 1 → 〔Mat 356 (Corte Mango Plano Manija)〕 → G11 → 〔Mat 12B (Doblado Mango Plano Sin Marca)〕 → G13 → 〔Rec Color / Daniel / Jade (Pintado)〕 → A1 → 〔Ximpa (Serigrafiado)〕 → A4 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","6","W3P","Arandela 
 fina Niq.","1","Otros","Fleje 5","matriz","Fleje 5 → 〔Mat 22 (Corte Arandela fina 501)〕 → W3 → 〔Guazzaroni (Niquelado)〕 → W3P ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","7","PA12","Pirolo Rojo","1","Otros","PA12 (Pat Bet Plast)","compra","PA12 (Pat Bet Plast) → PA12 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","8","W6","Arandelas Inox p/Mgo","2","Otros","Fleje 38","matriz","Fleje 38 → 〔Mat 16 (Corte Arandela manguito)〕 → W6 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","9","C6","Manija 
 Redonda Crom.","1","Otros","Fleje 30","matriz","Fleje 30 → 〔Mat 17 (Corte y Estampa Manija)〕 → Mat 17 → 〔Mat 18 (Aplastado Manija)〕 → Mat 18 → 〔Mat 19 (Recortado Manija)〕 → HF1 → 〔Pedernera (Cromado)〕 → C6 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","10","W1P","Buje Abrelata Manija","1","Otros","Fleje 4","matriz","Fleje 4 → 〔Mat 21 (Corte Arandela buje 501)〕 → W1 → 〔FAAT (Templado )〕 → ST → 〔Guazzaroni (Niquelado)〕 → W1P ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","11","W4","Arandela Base Inox","1","Otros","Fleje 36","matriz","Fleje 36 → 〔Mat 344 (Corte Arandela Base)〕 → W4 ▣"
"501","Abrelata a Manija","Rafael","Prov Art Terminado","N22","12","CCD2","Cartón 501","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → D2 ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","1","PA8A","Buje Blanco","1","Otros","PA8A (Pat Bet Plast)","compra","PA8A (Pat Bet Plast) → PA8A ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","2","CCD3","Cartón 502","1","Cartones","Comprado Cartones","compra","📦 Comprado (Cartones) → D3 ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","3","V7","Rem. Abrelatas Niq","1","Remaches","📦 Comprado (Remaches) — Bella Vista","compra_remache","📦 Comprado (Remaches) — Bella Vista → 〔Guazzaroni (Niquelado)〕 → V7 ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","4","W7P","Engranaje Chico","1","Otros","ST (sin origen)","ps_st","ST (sin origen) → 〔Pedernera (Cromado)〕 → W7P ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","5","B11","Mariposa Abrelata","1","Otros","Fleje 7","matriz","Fleje 7 → 〔Mat 13 (Corte Mariposa)〕 → G15 → 〔Pedernera (Cromado)〕 → B11 ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","6","W9P","Arandela Fina Marip Niq.","1","Otros","Fleje 5","matriz","Fleje 5 → 〔Mat 15 (Corte Arandela fina 502)〕 → W9 → 〔Guazzaroni (Niquelado)〕 → W9P ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","7","B13","Varilla C/ Cuchilla Crom.","1","Otros","Fleje 30","matriz","Fleje 30 → 〔Mat 6 (Corte y Estampa Varilla)〕 → HF7 → 〔Mat 10 (Armado Varilla C/Cuchilla)〕 → HF11 → 〔Pedernera (Cromado)〕 → B13 ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","7","B13","Varilla C/ Cuchilla Crom.","1","Otros","Fleje 2","matriz","Fleje 2 → 〔Mat 7 (Corte Cuchilla Abrelatas)〕 → IF12 → 〔Mat 8 (Despunte Cuchilla)〕 → Mat 8 → 〔Mat 9 (Doblado Cuchilla)〕 → IF14 → 〔FAAT (Cementado)〕 → ST → 〔Guazzaroni (Pulido)〕 → IF16 → 〔Mat 10 (Armado Varilla C/Cuchilla)〕 → HF11 → 〔Pedernera (Cromado)〕 → B13 ▣"
"502","Abrelatas A Mariposa","Poly","Tallerista","N2","8","PA12","Pirolo Rojo","1","Otros","PA12 (Pat Bet Plast)","compra","PA12 (Pat Bet Plast) → PA12 ▣"
